中原重笔青史改革潮头定九霄龙腾,华夏迭出俊才开放阵前当万里鹏飞
喜见龙腾奔四化,欣传雁讯促三通
竹影摇风雨,花溪入画图
人勤春永驻,法治国长兴
春临燕赵无限风光新世纪,马跃石门有为天地壮征程
千家春不夜,万里月连宵
千盅美酒庆春节,万户红联颂党恩
腊鼓催穷去,金狮送富来
百花齐放,四海同春
东方风来山寨频添科技户,南天雨润农家新建读书楼
香风飘舞花间度,好鸟和鸣枝上飞
贪赃枉法万人恨,克己奉公百姓欢
党引春风长治久安催发展,家居乐业少生快富创和谐
圣德醍醐花深红药省,帝光糺缦日丽紫薇天
春光似海,盛世如花
门畔山青水秀,院中鸟语花香
屋后房前共唱和谐曲,左邻右舍同吟安定歌
喜盈门天乐人亦乐,春及第马驰志也驰
花香鸟语欢辞狗,人寿年丰乐抱猪
年丰人寿家家乐,柳暗花明处处春
富贵财神刚落户,新春喜气又临门
尊师重教兴美德,敬老爱幼立新风
红花映喜报,绿水织春光
春来喜著江山秀,节到欢吟宇宙新
花开喜气盈门喜,鸟唱清音盛世清
唐虞盛世,天地长春
祥和永驻平安宅,福寿常临吉庆家
鳌头瞻仰欣开眼,骥尾追随愧望尘
春回大地山河秀,日暖神州气象新
福来小院四季乐,春到门庭合家欢
两岸春风和玉宇,一轮旭日耀金瓯
自力更生创千秋大业,励精图治开万代宏基
赤胆挥戈称勇将,忠心保国作干城
春归大地千山秀,日照神州万木春
政策英明兴百业,经营合理富千家
盛世华章志士常登龙虎榜,和园福地仁人喜住凤凰城
四化蓝图千般美,九州山河万里春
春寓枝头歌唤马,马驰大道喜迎春
万枝彩笔绘宏图宏图璀灿,一元复始迎新岁新岁峥嵘
江山一统兆民乐,港澳双归百族欢
点点红梅辞旧岁,条条丝柳贺新春
法得民意九州春暖,策入人心四海升平
人欢马叫丰收岁,狮舞龙腾改革潮
梅花笑雪,柳浪推春
鸡岁已添几多喜,犬年更上一层楼
骏马班师传捷报,矫羊举步赴新程
唯俭唯勤创业,亦耕亦读传家
陆台精卫齐填海,中外贤人共架桥
三次腾飞惊大地,一番改革换新天
龙兴华夏,燕舞阳春
一九九九九九云归港连澳,二零零零零零鹊唤台与澎
心存华夏千秋业,志继炎黄万古情
党政廉明春万里,军民强盛福千秋
风调雨顺昌荣日,国泰民安鼎盛时
万树喜逢春雨润,百花欣向艳阳开
新岁更腾千里马,壮心高展九霄鹏
劳苦园丁春风化雨今日遍栽桃李树,辛勤学子铁杵磨针他年都是栋梁材
天启祥光宏开画卷广厦凌云新境界,中兴盛世漫舞春风红联溢彩美沂蒙
藏书粗足五千卷,开岁便称六十翁
春风夏雨千山秀,秋菊冬梅九野香
瑞雪随冬去,和风伴春来
金蛇漫舞联坛旺,骏马奔腾北网兴
梅花点点笑饮丰收酒,爆竹声声高歌胜利年
日丽风和绣出山河似锦,年丰物阜迎来大地皆春
包公廉洁名千古,海瑞精神誉万年
金瓯已固千峰美,玉镜重圆四海娇
年丰岁好家家喜,水秀山明处处春
三岛春深云气暖,九霄地回月明多
科技入户春来千枝秀,文明临门冬去万木芳
千古江山增秀色,万家人面映桃花
宝马腾飞迎福至,灵羊起舞报春来
禹地花明春柳绿,尧天日丽晓霞丹
虎踞龙盘雄宇宙,山青水秀壮乾坤
勤劳活百岁,节俭富千秋
丹心献祖国,妙手绘春光
甘甜最是团圆日,幸福长存和睦家
天寒梅骨傲,风暖草心香
神州神韵足,盛世盛情多
梅花点点新春到,汽笛声声旅客来
牛肥马壮丰收岁,虎跃龙腾大有年
还我河山酬宿志,归根祖国换新天
港澳双归湔国耻,陆台一统顺民心
原驰腊象长城雪,户养肥猪盛世春
弘扬时代主旋律,描绘神州新画图
迎春花放枝枝俏,改革果硕处处香
天将化日舒晴景,国有英才焕泰和
彩虹铺蓝天喜看桃李香天下,红灯映华发甘洒汗水育新苗
岁逢大治增春意,民乐小康谢党恩
赤帜高扬追星惟向先锋队,青春永驻接力堪钦后备军
祖国腾飞大鹏振羽翼,宏图再展乳虎显神通
当代愚公铺富路,今朝大禹缚苍龙
祥光凝比屋,春色入重帘
景美年丰国瑞,春新日丽人欢
财源茂盛,人寿年丰
龙伴腊归留胜迹,骥随春到展宏图
春风春雨春色,新年新岁新景
马首是瞻美酒千盅迎曙色,羊毫初试豪情万斛写春光
柏翠松青凤麓美,桃红柳绿龙湖新
老马识途辞旧岁,灵羊衔穗报丰年
马岁增添马劲,新年再绘新图
万户笙歌歌盛世,百般锦绣绣春天
风展红旗似画,春来绿水如蓝
春草茸茸催马壮,碧溪潺潺助羊肥
扎根沃野情结果,迈步小康心开花
万众喜同心共建和谐欣盛世,千家酬一愿齐奔富裕乐民生
天上诸星皆拱北,人间无水不朝东
千山芳草随时绿,万水碧波逐日新
梅花含白玉,柳色吐黄金
桃红柳绿春无限,花好月圆岁有余
春风化雨芭蕉翠,骏马登程杨柳青
五旬建国城乡富,三代兴邦岁月新
风暖日华丽,气澄天宇高
文明社会千祥集,廉洁党风百福臻
科技练兵舒壮志,军人卫国献丹心
瑞雪飘空天降玉,甘霖洒野地生金
逢天时天赐鸿福,得地利地生财宝
柳绿桃红千里秀,张灯结彩万家欢
恰逢盛世猪如象,喜庆新春鱼化龙
郅治山川奔富路,表彰廉洁树新风
百事可乐,万象更新
扶贫立德施恩惠,济困成风献爱心
发家切记勤俭,富裕莫忘扶贫
埋头钻研为未来攻关,刻苦学习替祖国增光
盛世春光美,新年喜讯多
江山一统人民愿,台陆三通骨肉情
万木争荣人间添秀色,千山滴翠新岁壮精神
堪喜风光胜旧,欣逢世纪更新
社会和谐春不老,人民康乐福无边
时好人如意,业锦福倍多
地献粮棉山献宝,民增福寿国增强
崇扬荣辱观春风温盛世,构建和谐式友爱满人间
巳有长风千里志,亥为二首六身形
人勤春早地增产,国泰民安福满门
东风浩荡人民安居乐业,大地澄清祖国稳定繁荣
天翻地覆今胜昔,水笑山欢画配诗
彩灯耀眼彰政善,花炮腾空壮春和
虎跃龙骧鹏举,花明柳暗春浓
江山永固河山壮,日月常明岁月新
欣逢盛世,喜庆新年
利如晓日腾云起,财似春潮带雨来
宝犬呈祥奔富路,金猪送福去穷根
鲲鹏展翅乾坤大,桃李争春天地宽
鸣雷蛙鼓催耕急,穿柳莺梭织锦忙
当于鸡鸣常起舞,莫为狗苟总偷安
一群紫燕迎风舞,万树红花映日开
爆竹千声歌盛世,红梅万点报新春
荡荡春风苏万物,霏霏细雨润群芳
九州扬正气,七彩绘蓝图
丰收岁月家家醉,盛世时光处处歌
春风春雨引万般春色,新岁新年开一代新篇
花柳新春莺燕舞,风云盛世骏骐驰
竹梅呈秀色,莺燕传佳音
立马千山矮,迎春万木荣
千年纪首三番喜,一脉血缘两岸亲
元象转星勺丹霄北供,重门映春树紫气东来
民意顺国运兴四海讴歌称盛世,春风和日色丽九州景物换新颜
看旧岁银蛇起舞群山增秀色,喜今朝骏马奔驰九州尽春晖
满门辉德泽,举国倡文明
红纸春联夸美景,动人小调唱丰年
人有正气无愧事,胸无私心有高风
大业千帆竞发,明春万象更新
情暖九州扬正气,胸怀百姓展雄风
党树新风喜看春光艳,民扬硕德殷期大业兴
九域三江除旧貌,千山万水换新颜
山老赏风光总把松涛夸景色,骚人呤雅韵常邀涧水和歌声
东风送暖千山秀,西部逢春万木荣
金鸡报晓改革似春风化雨,彩凤朝阳腾飞如旭日升华
九州处处歌政德,四海家家颂党恩
丁帘卷雨饶春意,卯酒盈杯祝丰年
科技访家家致富,文明登院院生辉
雪影催年至,春光映岁归
雪映丰收景,梅迎跃进春
四季时时胜意,千家事事舒心
勤劳铺起生财路,科技架通致富桥
花香世纪,福满门庭
新春迎富贵,盛世颂和谐
云霞成异彩,梅柳动春风
江山如画岁月如歌前景如诗百般如意人心顺,民族和衷友邻和善家庭和睦满眼和谐盛世兴
百业兴隆歌盛世,万家欢乐庆新春
万家欢乐团圆夜,四海和谐幸福春
山山水水风光好,行行业业景象新
日暖风和催四化,花香鸟唱庆三春
马首是瞻新世纪,羊毫尽绘好春光
福缘豫事新闻频道写真世变知常由法范,春约民生雅俗艺文娱乐茶余饭后引时评
自有才华播万代,犹能桃李艳三春
春回大地,国振雄风
红梅映日祥云绕,翠柳回风瑞气来
巨人迈步九州富,大地回春万象新
跃马日行九万里,腾龙历展二千年
家福人欢顺如流水,时益景顺喜若春风
雪飛江北春芽暖,梅念泽东素蕊香
和成千古业,谐阖万民心
人学愚公万仞山何难移去,世多伯乐千里马不断涌来
国臻大治,民乐小康
叠篆清香辉栋宇,一帘春色映梅花
万方春浩荡,四海镜如澄
虎跃龙腾兴骏业,莺歌燕舞羡鹏程
春风送暖财盈户,岁月更新福满门
一元复始祥云至,百业方兴紫气来
日暖景明春浩荡,时和政善国兴隆
园林桃李争春暖,岭径松筠耐岁寒
城乡共富,天地同春
日丽江山生瑞草,春来华夏绽香花
阶前春色迎人笑,窗外梅花焕物华
祖国江山千古秀,中华大地万年新
柳枝月照留疏影,梅蕊风摇送暗香
花木逢春枝叶茂,牛羊得草体膘肥
发大财一帆风顺,走鸿运心想事成
五岳红梅开盛世,九州瑞雪兆丰年
人逢盛世千家乐,户沐春阳万事兴
鸡鸣早看天抓住时机求发展,水近先得月紧跟形势上台阶
两个文明结硕果,十分春意绽奇葩
五羊衔穗年丰稔,双燕迎春岁吉祥
庆洽时方至,春来日渐长
两岸亲人崇本祖,九州百族爱同胞
自改革来千古羊肠成大道,由开放始全新人面满春风
春意布满大地,阳光普照人间
风拂杨柳千山绿,雨润祥梅万家红
升平天下瑞,和睦世间春
看祖国红旗招展景如画,望世界山雨欲来风满楼
向阳门第春常在,积善人家庆有余
金风入树千门晓,银汉横空万象清
七月逢双庆月头党寿诞月中申奥成寰宇友邦接二连三飞贺电,一秋破两关秋首大运赢秋尾足球捷中华健将争先恐后展雄风
盛世繁荣景,吉祥富裕图
天马行空神州锦绣随驰骋,灵蛇在握世界风云任变迁
院满春光春满院,门盈喜气喜盈门
虎岁三十爆竹声声辞旧岁,兔年初一红联对对迎新年
社会和谐草木相逢皆我友,乾坤锦绣河山不忘是人情
妙手描山绣水,雄心强国富民
东风一过千山绿,南燕双归万户春
蛇舞长城雪,马嘶北国风
愧白首一郎有辜明盛,愿青钱万选尽得贤良
子孝妻贤百事乐,男耕女织一家欢
高老庄中称快婿,天逢府内是元戎
借得梅花十度意,嫁给春色一缕情
羊群簇拥千堆雪,燕子翻飞一世春
展宏图九州英才扬鞭跃马,创伟业四海豪杰破浪飞舟
十亿神州改革声中辞旧岁,大千世界和平旗下舞春风
启迪儿孙做好事,邀来亲友话丰年
行臻康泰,志展宏图
迎春燕语巧,踏雪马蹄香
开门见喜个个心花怒放,辞岁迎新人人笑逐颜开
破旧立新当闯将,移风易俗做尖兵
南湖树帜纬地径天崛起大中华三代丰功标史册,北极导航承前启后腾飞新世纪千秋骏业步鹏程
岁届吉羊燕舞莺歌齐祝福,年逢盛世桃红柳绿尽芳菲
岁通盛世,人逢华年
九州盈瑞气,万户沐春风
清廉从政前程远,科技兴邦福运长
旭日射铜龙上阳春晓,和风翔玉燕中禁花浓
福满人间家家福,春回大地处处春
伟大中华超历代,风流人物数今朝
庆幸一元夏始,祝福万户更新
党风纯正民心悦,政纪清廉国运昌
党施善政开新纪,民绘蓝图展壮猷
军民一家铁壁长城千里固,党政协力锦绣江山万年春
杜宇一声春晓,黄莺几啭岁新
春联副副舒民意,爆竹声声谢党恩
人民铁路通四海,祖国资源利八方
四时春作首,三爱党为先
春阳送暖坚持中国特色,东风化雨发扬民主精神
万众共书开拓史,九州同唱奋飞歌
政惠三农家致富,民勤四季果飘香
四海连天浪,九州动地诗
跃马迎春春风扑面,抬头见喜喜气盈门
长空有月明两岸,瀚海多情促三通
两岸一心期大统,五湖四海乐升平
青山绿水长春景,碧树红楼幸福家
光风霁月群星灿,廉政清官百姓欢
果硕花繁世界惊巨变,山欢水笑人民赞大成
鹏鸟凌霄云翎健,梅花献岁雪蕊香
德治厂兴众腑长铭三代表,业精勋著群英力建两文明
东风送暖万卉争艳风光美,政策落实百废具兴人心欢
强国安邦明法制,富民兴业在官廉
春催诗涌一千首,风送梅香百万家
蛇盘玉兔年有吉,雪舞红梅院多祥
四季来财家兴旺,八方进宝福满堂
长空云破山推月,四海波平水接天
青山不老人多寿,绿水长流物自华
做个好人心正身安魂梦稳,行些善事天知地鉴鬼神钦
八表齐开清淑景,万民同乐太平春
革故鼎新百业旺,开来继往万年长
两岸人心思统一,万家灯火庆团圆
岁月焕新海角天涯皆溢彩,山河铺锦疆南地北总宜春
前程千帆竞发,盛世万象更新
物阜财丰民幸幅,俗淳风正国昌隆
姹紫嫣红春不老,茂林修竹草常青
骑马牧羊歌盛世,顶凌踏雪报新春
替祖国呼号呐喊,为英雄写传立碑
擎旗尊马列,荷戟保江山
黄鹂鸣翠柳民殷物阜歌盛世,梅花报新春海晏河清倾党恩
风光无限春色知众意,天地有情政策暖民心
东南花艳艳,西北兴欣欣
盛世难逢神驹久有凌云志,青春可再老骥犹怀揽月心
乾元启运三阳泰,斗丙回寅万户春
春风吹绿门前柳,华灯映红窗上花
十分春色好,万户福音多
为人民服务一言九鼎,盼祖国统一九州一心
春情寄语千条柳,快马加鞭万里程
酒绿联红辞旧岁,莺歌燕舞庆新春
人勤春好,民富国强
长空载誉夸天马,大地回春颂吉羊
红梅吐蕊,绿竹催春
龙子驾神舟探花及第,猴王庆盛世祭酒登科
五风十雨天时好,万紫千红景色新
吉龙呈瑞百花艳,祉凤鸣春万物新
飞驰骏马鞭高举,欢庆新年酒满斟
点点梅花乐淑气,声声鸡唱祝平安
盛世有天皆丽日,神州无地不春风
翠柏苍松皆旧貌,红墙碧瓦尽新楼
日耀东瀛璇室问安云似绮,星回被斗珠宫寄赏物皆春
新春共饮团圆酒,海峡同浇统一花
新春伊始,福寿即来
艰苦赢得家家乐,青春换取处处春
无私德乃大,不欺心自安
尊师重教百年计,育李培桃四时春
满户平安登吉宅,全家幸福建新家
华夏新天逢大治,神州丽日耀安康
亚太高峰会沪城几许热情几番礼遇话资源筹长策九重春色萃胜地,白黄肤体着华服十分风采十足精神访贤主晤嘉宾万束焰花度芳辰
燕舞莺歌彰显和谐景象,龙腾虎跃蕴涵改革精神
羊角扶摇九万里,马蹄奔向二千年
子岁人奔新富路,甲年众改旧乾坤
春回大地百花吐艳,兔跃青山万物生辉
三山钟秀气,四海著春光
勤劳人家先致富,向阳花木早逢春
三农发展三春暖,百族和谐百姓欢
乐土文坛皆雅士,仁乡艺苑尽才人
根植民心强国脉,宝圆土梦化金涛
春满勤劳门第,喜融幸福人家
千岭红梅生画意,一江碧水泛春潮
店满春风春满店,屋满春风春满屋
人勤春早,物阜年丰
好借春风酬壮志,快催骏马跃前程
策马争春马跃马年加马力,驾龙追日龙腾龙国振龙威
安全生产年年好,团结经营处处春
守家夸玉犬,致富赞金猪
讲坛施雨露师爱拳拳超母爱遍地桃红李白,朱笔播春风心泉汩汩化甘泉满园桂馥兰芬
五羊献瑞人增寿,百鸟鸣春喜盈门
国色天香多锦绣,姚黄魏紫倍妖娆
史炳千秋昭国运,福联万代顺民心
腊梅花放雪将尽,春水温升牛甚忙
种草养畜牛羊壮,退耕还林气象新
春风终解千年雪,明月常牵两岸情
经济繁荣处处常奔千里马,人民幸福家家更上一层楼
万树欣随春水绿,百花争向艳阳红
朱红春帖千门瑞,翠绿柳风万户新
言行并重兴中华伟业,法德兼施树社会新风
人和政顺千家暖,国富民强四海春
